Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190
,,リバーサル Employee Welfare,-750000,-750000,,,-1500000,社外、社内会食費用,継続 & 金額ダウン,,,,,VEN0063332 一般社団法人日本インディペンデント・ゲーム協会,,,,300000,300000,新規営業を目的としたイベント出店費,カット,300000.0,,,,,,,,,,,,,,,,VEN0056057 グリーエックス株式会社,,6650000,620000,620000,7890000,"- CS外注：5月から30万円に変更
- 大型販売時のCS対応費用が増大",継続 & 金額ダウン,,,,,,,,,,,,,,,,,VEN0029438 株式会社UPSIDER,487273,611670,922631,273747,2295321,出張費,カット,,,,,VEN0047616 敢山西,39984,44982,39984,,124950,BGM営業,継続 & 金額ステイ,,,,,VEN0047185 株式会社マイナビワークス,2281500,,,,2281500,採用費用（エージェント）,継続 & 金額ダウン,,,,,VEN0060033 亜子芳野,,,,54878,54878,,カット,,,,,VEN0038260 株式会社AMATERAS,3750000,3837458,3750000,6695603,18033061,revenue sharing ,継続 & 金額ステイ,,,,,VEN0056424 ＨＥＲＯＺ株式会社,,,857303,505618,1362921,採用メディア,ショット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0006183 サントリービバレッジソリューション株式会社,82476,1291802,1504346,1383259,4261883,自販機水,継続 & 金額ステイ,,,,,,OPENAI *CHATGPT SUBSCR,913991,950750,993237,1026455,3884433,LLM（ビジネス側での利用含む、5月から特別な理由がないメンバーはGeminiに移行するようアナウンスしているので減額予定）,継続 & 金額ダウン
,一般管理費 Total,,-364775,790,416788,1424891,1477694,,,,,,広告宣伝費 Total,,51585566,39440073,48983963,28552535,168562137,-20431428,,,,,,,,,,,,,,,,,,VEN0056424 ＨＥＲＯＺ株式会社,300000,,,,300000,全社コストに移管,カット,,,,,,,,,,,,,,,,交通費および宿泊費 Total,,664604,490217,964398,319051,2438270,,,,,,,VEN0047617 泰浩松尾,222411,204918,246901,285386,959616,BGM営業,継続 & 金額ステイ,,,,,VEN0052540 株式会社Get Light,1813500,1930500,2106000,,5850000,採用費用（エージェント）,継続 & 金額ダウン,,,,,VEN0061917 株式会社Myoon,,,,21622,21622,,カット,,,,,VEN0038657 悠生大竹,,113262,21585,459669,594516,revenue sharing ,継続 & 金額ステイ,,,,,VEN0059052 株式会社アレスグッド,2000000,,,,2000000,採用メディア,ショット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0010759 クラウドテレコム株式会社,29900,29900,29900,29900,119600,モバビジクラウドサーバー基本料,継続 & 金額ステイ,,,,,,PADDLE.NET* TAILWINDUI,,,,158067,158067,フロントエンド開発ツール,ショット
,交通費および宿泊費,VEN0000649 Expense Claims for AJP,4542,1935,10777,4628,21882,社外、社内会食費用,継続 & 金額ダウン,,,,業務委託費,VEN0025089 株式会社ポラリスエックス,300000,287794,0,650988,1238782,（粗利連動）顧客アプリの使用許諾費（顧客アプリを活用してフォーエムが広告マネタイズをする契約であるため、顧客のレベニューシェア分を販管費で計上）,継続 & 金額ステイ,,,,,,,,,,,,,,,,,VEN0059622 株式会社FANY,,1478200,,972000,2450200,- 単発で発生,カット,,,,,,,,,,,,,,,,交際費,VEN0000649 Expense Claims for AJP,,,,95333,95333,社外会食,継続 & 金額ステイ,,,,,VEN0047634 沙希吉川,54978,49980,54978,,159936,BGM営業,継続 & 金額ステイ,,,,,VEN0053497 ソーシング・ブラザーズ株式会社,3802500,,,,3802500,採用費用（エージェント）,継続 & 金額ダウン,,,,業務委託費 Total,,,,,193720,193720,,,,,,,VEN0039275 明日香島﨑,237841,227273,242783,227273,935170,revenue sharing ,継続 & 金額ステイ,,,,,VEN0060512 株式会社AUTLA,,1000000,,,1000000,採用メディア,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0010762 エムスリーキャリア株式会社,20000,20673,20000,,60673,産業医顧問サービス,継続 & 金額ステイ,,,,,,PAYPAL *TRONG,,,1221,,1221,この情報だけで何の支払いか判別つかず,カット
,,VEN0029438 株式会社UPSIDER,15364,2909,29191,43261,90725,Figmaなど,継続 & 金額ステイ,,,,,VEN0025205 樹菊池,1050184,1312545,635833,677500,3676062,自社ゲームのエンジニア,継続 & 金額ステイ,,,,,,,,,,,,,,,,,VEN0061779 結衣児島,,,,53400,53400,- サントリー（TAG缶案件）サポート,継続 & 金額ステイ,,,,,,,,,,,,,,,,,VEN0029438 株式会社UPSIDER,106736,22236,,,128972,社外会食,継続 & 金額ステイ,,,,,VEN0047673 索安楽岡,64974,84966,64974,,214914,BGM営業,継続 & 金額ステイ,,,,,VEN0053501 株式会社エール・ヴァンクール,1901250,,,,1901250,採用費用（エージェント）,継続 & 金額ダウン,,,,Grand Total,,319554,-77068,33417,605621,881524,,,,,,,VEN0040911 株式会社kikiki,148059,88715,86263,44026,367063,revenue sharing ,継続 & 金額ステイ,,,,,VEN0060513 株式会社セキショウキャリアプラス,,181818,,,181818,採用メディア,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0014654 千代田ビル管財株式会社,,,118905,,118905,運搬業務など,ショット,,,,,,PayPro Europe Limited,,,5068,19261,24329,この情報だけで何の支払いか判別つかず,カット
,交通費および宿泊費 Total,,19906,4844,39968,47889,112607,,,,,,,VEN0025799 レバテック株式会社,1790110,1484500,,,3274610,自社ゲームのエンジニア,継続 & 金額ステイ,,,,,,,,,,,,,,,,,VEN0061959 GMOリサーチ&AI株式会社,,,445000,,445000,- リサーチ業務：今後AIへ代替,カット,,,,,,,,,,,,,,,,交際費 Total,,106736,22236,,95333,224305,,,,,,,VEN0049025 有限会社カネロク商事,50000,,,,50000,BGM営業,カット,,,,,VEN0053583 Office Snap合同会社,3861000,,2223000,,6084000,採用費用（エージェント）,継続 & 金額ダウン,,,,,,,,,,,,,,,,,VEN0043229 凌高崎,55494,561674,152706,69982,839856,revenue sharing ,継続 & 金額ダウン,,,,,VEN0060823 株式会社READY TO FASHION,,70000,70000,70000,210000,採用メディア,ショット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0014992 三井住友カード株式会社,,1090,,4745,5835,SLACK利用？,カット,,,,,,PLAYSTATION NETWORK,,,51802,,51802,不正利用、UPSIDERに連絡しカード変更、返金対応できるかやりとり中,カット
,交際費,VEN0000649 Expense Claims for AJP,360689,269503,70584,189151,889927,社外会食費用,継続 & 金額ダウン,,,,,VEN0025954 和恵空閑,865333,848988,645689,905366,3265376,（粗利連動）顧客アプリの使用許諾費（顧客アプリを活用してフォーエムが広告マネタイズをする契約であるため、顧客のレベニューシェア分を販管費で計上）,継続 & 金額ステイ,,,,,,,,,,,,,,,,,VEN0062421 株式会社Helpfeel,,,,290000,290000,- LAPONESTORE：FAQシステムの導入、CS費用が5月から30万円に,継続 & 金額ステイ,,,,,,,,,,,,,,,,広告宣伝費,,,203411,208798,383572,795781,項目が不明,,,,,,VEN0049030 幸介吉田,49980,,,,49980,BGM営業,カット,,,,人材採用 (中途採用) Total,,16281417,836741,5615755,,22733913,,,,,,,,,,,,,,,,,,,VEN0043561 絢登鈴木,,96069,,,96069,revenue sharing ,ショット,,,,,VEN0060857 株式会社Brotial,,,,20000,20000,採用メディア,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0015260 株式会社モバイル・プランニング,-1440,44660,22330,86065,151615,モバイルWi-Fiレンタル費,継続 & 金額ステイ,,,,,,QASE.IO,,,13709,18319,32028,QA自動化ツール、しばらく運用してみて有用でなければ止める可能性あり,継続 & 金額ステイ
,,VEN0029438 株式会社UPSIDER,196118,176281,538934,227994,1139327,社外会食費用,継続 & 金額ステイ,,,,,VEN0026002 悠貴窪田,791787,709570,761806,800000,3063163,（粗利連動）顧客アプリの使用許諾費（顧客アプリを活用してフォーエムが広告マネタイズをする契約であるため、顧客のレベニューシェア分を販管費で計上）,継続 & 金額ステイ,,,,,,,,,,,,,,,,,VEN0062573 W3-O PTE LTD,,,,760657,760657,- カルビーでのクリエイティブ作成案件,ショット,,,,,,,,,,,,,,,,,FORENCOSの販促費用,-2000000,,,,-2000000,【変動費】広告費,継続 & 金額ステイ,,,,,VEN0053087 敦寧永田,174930,204918,104958,159936,644742,BGM営業,継続 & 金額ステイ,,,,広告宣伝費,VEN0008622 株式会社サニーサイドアップ　AnyUp,,,9369911,,9369911,経営管理費/インフルエンサーサミット実施費用,継続 & 金額ダウン,,,,,,,,,,,,,,,,,VEN0043629 智喜山下,173710,92436,182810,165576,614532,revenue sharing ,継続 & 金額ダウン,,,,人材採用 (新卒採用) Total,,11852696,7470268,13851079,14126349,47300392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0017579 INVITEコミュニケーションズ株式会社,460000,460000,681408,533802,2135210,インターネットサービス利用料,継続 & 金額ステイ,,,,,,RUNWAY STANDARD PLAN,2431,2336,2273,2271,9311,AIツール、活用機会減り停止済み,カット
,交際費 Total,,556807,445784,609518,417145,2029254,,,,,,,VEN0027703 龍真原,92374,89728,295,,182397,（粗利連動）顧客アプリの使用許諾費（顧客アプリを活用してフォーエムが広告マネタイズをする契約であるため、顧客のレベニューシェア分を販管費で計上）,継続 & 金額ステイ,,,,,,,,,,,,,,,,業務委託費 Total,,20749065,17613634,9091396,10890354,58344449,,,,,,,,,,,,,,,,,,,Promotional Gifts,196293,,,,196293,【変動費】広告費,継続 & 金額ステイ,,,,,VEN0055830 眞奈美竹中,99960,,,,99960,BGM営業,,,,,,VEN0029438 株式会社UPSIDER,303551,432862,718421,1534925,2989759,,継続 & 金額ステイ,,,,,,,,,,,,,,,,,VEN0044295 株式会社NEXT NEW WORLD,172066,142700,811858,555853,1682477,revenue sharing ,継続 & 金額ステイ,,,,会計士、税理士、監査法人、社労士,VEN0000327 TH中央社会保険労務士法人,,1560000,,850000,2410000,労務アウトソース,ショット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0017808 株式会社イノベーションパートナーズ,20000,10000,20000,10000,60000,佐賀オフィス賃料,継続 & 金額ステイ,,,,,,SENTRY,49855,73072,41458,58766,223151,システムログ管理,継続 & 金額ステイ
,人材採用 (中途採用),VEN0017809 パーソルキャリア株式会社,,,,1188000,1188000,エージェントコスト,,,,,,VEN0028338 株式会社センターモバイル,2598401,2499790,-5092580,1911886,1917497,原価に変更済,カット,7004466.0,,,,,,,,,,,,,,,Grand Total,,26141518,20650814,12057992,13977940,72828264,,,,,,,,,,,,,,,,,,,Short Video fee,-6000000,,,,-6000000,TikTok Shop動画制作,カット,,,,,VEN0056523 株式会社studio weeb,,306000,,,306000,BGM営業,,,,,,VEN0045355 綾香加藤,,,,2999,2999,,,,,,,,,,,,,,,,,,,VEN0044759 株式会社FILLMENT,181926,356579,162454,203242,904201,revenue sharing ,継続 & 金額ステイ,,,,,VEN0034861 TH中央社会保険労務士法人,20000,40000,20000,,80000,労務アウトソース,ショット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0019527 NTTコミュニケーションズ株式会社,2200,,2200,,4400,インターネットサービス利用料,継続 & 金額ステイ,,,,,,SHOPIFY,178445,124542,348819,264270,916076,ECサイト,継続 & 金額ステイ
,,VEN0018900 株式会社リクルート,1209000,,,,1209000,エージェントコスト,カット,,,,,VEN0029441 剣星川,-41379,114575,305482,200000,578678,（粗利連動）顧客アプリの使用許諾費（顧客アプリを活用してフォーエムが広告マネタイズをする契約であるため、顧客のレベニューシェア分を販管費で計上）,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0026369 Google Japan G.K.,,30556,3831,25890,60277,【変動費】広告費,継続 & 金額ステイ,,,,,VEN0057761 陽一玉川,159936,214914,244902,219912,839664,BGM営業,継続 & 金額ステイ,,,,,VEN0046675 一般社団法人クチコミマーケティング協会,8333,8333,8337,8333,33336,,継続 & 金額ステイ,,,,,,,,,,,,,,,,,VEN0044849 麻祐子阿部,165427,80093,155086,281114,681720,revenue sharing ,継続 & 金額ステイ,,,,会計士、税理士、監査法人、社労士 Total,,20000,1600000,20000,850000,2490000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0020853 ユーピーエス・ジャパン株式会社,,,,1340,1340,,カット,,,,,,SLT.NORD* TEAMS,,,,0,0,,
,,VEN0029438 株式会社UPSIDER,,7990,,,7990,エージェントコスト,継続 & 金額ステイ,,,,,VEN0030763 株式会社TOKYO STUDIO,183054,158343,180310,182106,703813,（粗利連動）顧客アプリの使用許諾費（顧客アプリを活用してフォーエムが広告マネタイズをする契約であるため、顧客のレベニューシェア分を販管費で計上）,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0029438 株式会社UPSIDER,355035,433364,474734,14673,1277806,倉庫のシステム費用：ハンディーレンタル等,継続 & 金額ステイ,,,,,VEN0058903 Clara Cindy Maniere,,204918,,99960,304878,BGM営業,継続 & 金額ダウン,,,,,VEN0052042 株式会社オプト,,78743,49707,,128450,,,,,,,,,,,,,,,,,,,VEN0045026 株式会社IMK ARENERO（旧アレネロ）,16414,4754,26645,4314,52127,revenue sharing ,継続 & 金額ステイ,,,,広告宣伝費,VEN0052042 株式会社オプト,50000,,,,50000,,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0021056 宗政酒造株式会社,93400,,,,93400,sakasuki beer（社内イベント用）,ショット,,,,,,SONIX.AI,,,,3949,3949,AnyLiveアバター,ショット
,人材採用 (中途採用) Total,,1209000,7990,,1188000,2404990,,,,,,,VEN0035895 株式会社AppRuns,5565,3953,4281,3520,17319,（粗利連動）顧客アプリの使用許諾費（顧客アプリを活用してフォーエムが広告マネタイズをする契約であるため、顧客のレベニューシェア分を販管費で計上）,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,1798958,,,,,,,,,,,,,,,,,,,,VEN0047062 アマゾンジャパン合同会社,1944543,899462,2740089,1394285,6978379,【変動費】広告費,継続 & 金額ステイ,,,,業務委託費 Total,,5508118,9580646,5176493,4632675,24897932,,,,,,,VEN0053544 あみ　古賀,,,,2999,2999,,,,,,,,,,,,,,,,,,,VEN0047462 耕太郎堀,113527,136843,87378,48891,386639,revenue sharing ,継続 & 金額ダウン,,,,広告宣伝費 Total,,50000,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0026489 アドワー株式会社,3000,3000,3000,3000,12000,防犯カメラ月額利用料,継続 & 金額ステイ,,,,,,STK*Shutterstock,22727,22727.27273,22727,22727,90908.27273,デザイン素材,継続 & 金額ステイ
,広告宣伝費,VEN0015059 株式会社2BET,73455,68603,72470,56125,270653,AnyManagerの代理店,継続 & 金額ステイ,,,,,VEN0036415 将太山下,968439,834591,820083,793499,3416612,（粗利連動）顧客アプリの使用許諾費（顧客アプリを活用してフォーエムが広告マネタイズをする契約であるため、顧客のレベニューシェア分を販管費で計上）,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0055059 株式会社スタジオウェル,57167,57167,57167,57167,228668,什器制作,継続 & 金額ステイ,,,,減価償却,,1327163,1327163,1327163,1327163,5308652,買収の件に関する減価償却,継続 & 金額ステイ,,,,,VEN0060411 多恵金谷,,,,2999,2999,,,,,,,,,,,,,,,,,,,VEN0047463 武瑠野田,9760,4240,,15568,29568,revenue sharing ,カット,,,,業務委託費,VEN0061200 株式会社テックビズ,,,154000,,154000,採用メディア,ショット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0029438 株式会社UPSIDER,567891,555049,571085,1006242,2700267,社内イベント系 (Family lunch/ dinner、English barとか),,,,,,,TLDX SOLUTIONS GMBH,,,4527,8047,12574,AI議事録,継続 & 金額ステイ
,,VEN0017369 昌浩玉,-5855,178289,96149,72965,341548,AnyManagerの代理店,継続 & 金額ステイ,,,,,VEN0037178 ハレコレ合同会社,195281,-490793,,,-295512,（粗利連動）顧客アプリの使用許諾費（顧客アプリを活用してフォーエムが広告マネタイズをする契約であるため、顧客のレベニューシェア分を販管費で計上）,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,広告宣伝費 Total,,-5446962,1623960,3484619,1875587,1537204,-1609032,,,,,減価償却 Total,,1327163,1327163,1327163,1327163,5308652,,,,,,,VEN0061520 青空高山,,,,2999,2999,,,,,,,,,,,,,,,,,,,VEN0049664 HAKUMI株式会社,2177649,774840,237955,1751511,4941955,revenue sharing ,継続 & 金額ステイ,,,,,VEN0061835 株式会社HERP,,,60000,,60000,採用メディア,ショット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0031711 AM Design株式会社,,,257172,-257172,0,,,,,,,,TWILIO SENDGRID,46634,46046,44705,45418,182803,各プロダクト、各サイトでのメール送信周りの実装ツール,継続 & 金額ステイ
,,VEN0027566 SHIFTYPE PTE. LTD,364621,285440,229926,,879987,媒体費用なので原価,カット,,,,,VEN0038371 慎太郎森川,381944,286102,324234,337953,1330233,（粗利連動）顧客アプリの使用許諾費（顧客アプリを活用してフォーエムが広告マネタイズをする契約であるため、顧客のレベニューシェア分を販管費で計上）,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,業務委託費,VEN0040417 株式会社再春館製薬所,800000,,,,800000,FDAライセンス取得代行,カット,,,,Grand Total,,7152837,11004462,7537526,6165724,31860549,,,,,,広告宣伝費 Total,,311884,519938,10146376,1555254,12533452,,,,,,,,,,,,,,,,,,,VEN0050293 翔太佐藤,,96069,,,96069,revenue sharing ,ショット,,,,,VEN0062408 めぐみ　馬川,,,,109796,109796,採用メディア,ショット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0059914 株式会社シャトク,,13569,13569,13569,40707,社宅制度導入費用,継続 & 金額ステイ,,,,,,Twitter Dev Platform,128639,125232,122372,118648,494891,AnyTag、Twitterデータ取得,継続 & 金額ステイ
,,VEN0028596 株式会社Saleshub,-166811,85714,85714,148746,153363,リード獲得ツール,継続 & 金額ダウン,,,,,VEN0038372 敬司村松,360979,383016,374164,445042,1563201,（粗利連動）顧客アプリの使用許諾費（顧客アプリを活用してフォーエムが広告マネタイズをする契約であるため、顧客のレベニューシェア分を販管費で計上）,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0040859 株式会社GROOVE,343587,500000,500000,500000,1843587,amazon運用代行,カット,,,,,,,,,,,,,,,,業務委託費,,,,1028500,,1028500,,,,,,,,,,,,,,,,,,,VEN0055099 株式会社F,1548840,5857409,381614,5199801,12987664,revenue sharing ,継続 & 金額ステイ,,,,業務委託費 Total,,,,214000,109796,323796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0061194 【VEN0020853 と重複】ユーピーエス　ジャパン株式会社,,,,-1340,-1340,,カット,,,,,,VERCEL INC.,51616,48565,47137,46309,193627,フロントエンドのホスティング,継続 & 金額ステイ
,,VEN0028837 亮太吉田,89082,-70743,40911,-42508,16742,媒体費用なので原価,カット,,,,,VEN0038451 展貴湯浅,-907004,348486,268446,300000,9928,（粗利連動）顧客アプリの使用許諾費（顧客アプリを活用してフォーエムが広告マネタイズをする契約であるため、顧客のレベニューシェア分を販管費で計上）,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0046166 悦慧王,454546,227273,227273,,909092,Yoshieさん,継続 & 金額ステイ,,,,,,,,,,,,,,,,,"INTVEN0396 Engawa Co., Ltd.",,500000,500000,,1000000,PMキャスティング業務委託,継続 & 金額ステイ,,,,,,,,,,,,,,,,,VEN0055581 株式会社KIDS-COASTER,,2133800,,,2133800,revenue sharing ,ショット,,,,社内会食,VEN0000649 Expense Claims for AJP,48054,13182,11276,98302,170814,,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0061194 ユーピーエス　ジャパン株式会社,,,1340,,1340,請求書印刷手数料,ショット,,,,,,WAVEL.AI,,,3807,3641,7448,AnyLiveアバター,継続 & 金額ステイ
,,VEN0029438 株式会社UPSIDER,379700,,8182,400000,787882,Figmaなど,継続 & 金額ステイ,,,,,VEN0038858 株式会社エルフィールド,256843,375514,384160,301069,1317586,（粗利連動）顧客アプリの使用許諾費（顧客アプリを活用してフォーエムが広告マネタイズをする契約であるため、顧客のレベニューシェア分を販管費で計上）,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0049970 大輔天川,50000,50000,201818,50000,351818,行政書士,継続 & 金額ダウン,,,,,,,,,,,,,,,,,VEN0007766 利絵小池,,,537674,-537674,0,業務委託（iHerbソーシャル運用）,継続 & 金額ステイ,,,,,,,,,,,,,,,,,VEN0059001 翔高森,139632,8727,,,148359,revenue sharing ,カット,,,,,VEN0029438 株式会社UPSIDER,4582,34082,125405,186151,350220,,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0061218 S-FITパートナーズ,,,,17000,17000,,,,,,,,WWW.CHROMATIC.COM,23874,22957,22796,21866,91493,QA自動化ツール,継続 & 金額ステイ
,,VEN0030587 リプルゼ株式会社,192,,,,192,媒体費用なので原価,カット,,,,,VEN0043489 奥山弘喜,7650,,,,7650,（粗利連動）顧客アプリの使用許諾費（顧客アプリを活用してフォーエムが広告マネタイズをする契約であるため、顧客のレベニューシェア分を販管費で計上）,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0052439 涼斗音,43155,,,,43155,クローズ,カット,,,,,,,,,-543818,,,,,,,,VEN0008622 株式会社サニーサイドアップ　AnyUp,,2018500,-1523500,,495000,経営管理費/インフルエンサーサミット実施費用,継続 & 金額ダウン,,,,,,,,,,,,,,,,ロイヤリティ Total,,21295885,21522370,28739516,21876924,93434695,-6862592,,,,,,VEN0050341 Uber Japan 株式会社,44878,-11519,-21935,97409,108833,,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オフィス費用 Total,,7733152,9076985,10035872,9305543,36151552,,,,,,,,WWW.CONTENTFUL.COM,47912,46088,,,94000,CMS、各サイトで使う予定だったがコストが膨らみそうだったため利用停止済み,カット
,,"VEN0037465 Five Media Marketing, LTD.",164359,148512,164424,159120,636415,売上連動で顧客へ再販しているツール,継続 & 金額ステイ,,,,,VEN0045213 佐藤健吉,730909,,,,730909,（粗利連動）顧客アプリの使用許諾費（顧客アプリを活用してフォーエムが広告マネタイズをする契約であるため、顧客のレベニューシェア分を販管費で計上）,継続 & 金額ステイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEN0058242 陽介岡村,,140000,,,140000,単発,継続 & 金額ステイ,,,,,,,,,,,,,,,,,VEN0011635 株式会社レプロエンタテインメント,,,656909,,656909,,継続 & 金額ステイ,,,,,,,,,,,,,,,,一般管理費,,13509,-23898,165536,168808,323955,,,,,,社内会食 Total,,97514,35745,114746,381862,629867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,その他,,163600,,1822008,133182,2118790,固定資産税、貸倒損失,ショット,,,,,,ｲﾗｽﾄｴ-ｼ- ﾋﾞ-ﾄｳ-ﾋﾞ-（ILLUST AC  B TO B）,1486,1486.363636,1486,1486,5944.363636,デザイン素材,継続 & 金額ステイ
