Entity in USD,*** PLEASE DO NOT CHANGE ANY FORMULAS FOR BELOW TABLE !!!!!! ***,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,BU in USD,*** For Strategy Meeting Slides (in USD)***,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,,nan.1,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,in JPY,*** For Strategy Meeting Slides (in JPY)***,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54
Cost,1302790.778149597,1295388.21444572,875474.1664298116,488614.4421036309,427363.6611715292,1494314.387277048,285532.4823203047,259726.73072090512,2347403.480206419,42097.95077417006,67512.71455559999,2026217.6181915998,,,,Cost,1302790.778149597,1295388.21444572,875474.1664298116,488614.4421036309,427363.6611715292,1494314.387277048,285532.4823203047,259726.73072090512,2347403.480206419,42097.95077417006,67512.71455559999,2026217.6181915998,,,,,,,,,,,Cost,202530054.52704778,196753584.08667928,131375251.5681178,71639724.43180072,61345974.08601644,215388285.75710177,41814450.238455065,38627853.02415965,346979561.7614159,6313373.121143189,10468402.164550897,317018533.7655128,530658890.1818449,38909905,
Gross Profit,399876.26822324586,376639.99545832607,369714.95762151247,217908.82680548512,214238.78797640884,479091.723265958,130732.3278915881,78550.11058177368,772218.3415466081,23533.57507993705,-17995.894333504024,776699.50602218,,,,Gross Profit,399876.26822324586,376639.99545832607,369714.95762151247,217908.82680548512,214238.78797640884,479091.723265958,130732.3278915881,78550.11058177368,772218.3415466081,23533.57507993705,-17995.894333504024,776699.50602218,,,,,,,,,,,Gross Profit,62164212.21706465,57206996.474431396,55480101.445022196,31949379.630270943,30752935.566380136,69055578.84824055,19144933.61581184,11682363.683408193,114144834.49194163,3529298.6385750948,-2790411.5607547658,121521072.74405617,174851310.13651824,11119287,0
Staff Costs,27955.921921620004,28349.04313232,29878.724891520003,30448.995004560005,28836.505143,20489.74628274,20288.908215040003,17406.578149259898,14767.9589384999,14026.957688239901,14141.977307700003,11793.1881901599,,,,Staff Costs,27955.921921620004,28349.04313232,29878.724891520003,30448.995004560005,28836.505143,20489.74628274,20288.908215040003,17406.578149259898,14767.9589384999,14026.957688239901,14141.977307700003,11793.1881901599,,,,,,,,,,,Staff Costs,4345989,4305872,4483655.999999999,4464374,4139340,3503124,3518759.9999999995,3173015.9999999856,2733907,2737093,2737785.9999999846,2350091.9999999846,13135517,,
Direct SG&A,53069.30527218507,78858.9470206366,56743.19106156174,48372.834556518734,118263.38546548894,47003.96898830819,47677.011850707735,42719.19909254273,128679.90196962123,35727.161927187575,193882.38747336887,34813.008134918084,,,,Direct SG&A,53069.30527218507,78858.9470206366,56743.19106156174,48372.834556518734,118263.38546548894,47003.96898830819,47677.011850707735,42719.19909254273,128679.90196962123,35727.161927187575,193882.38747336887,34813.008134918084,,,,,,,,,,,Direct SG&A,7172837,11004462,7537526.000000001,6165724,15987060,5922518,6087836,5463270,16882912,3454149,27689096,3646116.0000000005,25714825,,
Indirect SG&A,14108.720631158247,17306.21734132115,16841.743739728867,18737.310911672812,28439.745995337616,15903.13309737699,17645.900659549512,18762.739829877617,8236.836415419224,8005.822206487787,7516.361161910938,5276.294594228821,,,,Indirect SG&A,14108.720631158247,17306.21734132115,16841.743739728867,18737.310911672812,28439.745995337616,15903.13309737699,17645.900659549512,18762.739829877617,8236.836415419224,8005.822206487787,7516.361161910938,5276.294594228821,,,,,,,,,,,Indirect SG&A,3280678.462667417,3781459.0980315222,3839767.922146871,3973120.7580337417,6089437.440026928,4087078.325148802,4589498.437946573,5084132.291236424,4073473.3229714427,3662715.2010954088,4274830.604310328,3611603.2858683304,10901905.482845811,,
Operating Profit b/f adj,304742.32039828255,252125.78796404833,266251.29792870185,120349.68633273356,38699.1513725823,395694.87489753286,45120.507166290845,-338.40648990657064,620533.6442230678,-34226.366741978214,-233536.62027648382,724817.0151028732,,,,Operating Profit b/f adj,304742.32039828255,252125.78796404833,266251.29792870185,120349.68633273356,38699.1513725823,395694.87489753286,45120.507166290845,-338.40648990657064,620533.6442230678,-34226.366741978214,-233536.62027648382,724817.0151028732,,,,,,,,,,,Operating Profit b/f adj,47364707.75439723,38115203.376399875,39619151.522875324,17346160.8722372,4537098.126353208,55542858.52309175,4948839.177865267,-2038054.6078282148,90454542.1689702,-6324658.562520315,-37492124.16506508,111913261.45818785,125099062.65367243,,
One-time adjustment ( ie.yearly bonus reversal),,,,,,,,,,,,,,,,One-time adjustment ( ie.yearly bonus reversal),0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,One-time adjustment ( ie.yearly bonus reversal),,,,,,,,,,,,,0,,
Operating Profit,304742.32039828255,252125.78796404833,266251.29792870185,120349.68633273356,38699.1513725823,395694.87489753286,45120.507166290845,-338.40648990657064,620533.6442230678,-34226.366741978214,-233536.62027648382,724817.0151028732,,,,Operating Profit,304742.32039828255,252125.78796404833,266251.29792870185,120349.68633273356,38699.1513725823,395694.87489753286,45120.507166290845,-338.40648990657064,620533.6442230678,-34226.366741978214,-233536.62027648382,724817.0151028732,,,,,,,,,,,Operating Profit,47364707.75439723,38115203.376399875,39619151.522875324,17346160.8722372,4537098.126353208,55542858.52309175,4948839.177865267,-2038054.6078282148,90454542.1689702,-6324658.562520315,-37492124.16506508,111913261.45818785,125099062.65367243,,
WHT  (from CG report),10495.0398090545,5273.67549138808,1647.40162912577,1568.02589138613,5226.81723740382,4808.54315501286,4678.62036252117,5635.4201665239,4860.82769143885,3853.57626037145,4792.96188960165,10.8,,,,WHT  (from CG report),10495.0398090545,5273.67549138808,1647.40162912577,1568.02589138613,5226.81723740382,4808.54315501286,4678.62036252117,5635.4201665239,4860.82769143885,3853.57626037145,4792.96188960165,10.8,,,,,,,,,,,WHT  (from CG report),10495.0398090545,5273.67549138808,1647.40162912577,1568.02589138613,5226.81723740382,4808.54315501286,4678.62036252117,5635.4201665239,4860.82769143885,3853.57626037145,4792.96188960165,10.8,17416.11692956835,,
Operating Profit a/f WHT,294247.28058922803,246852.11247266026,264603.8962995761,118781.66044134743,33472.334135178484,390886.33174252,40441.886803769674,-5973.82665643047,615672.816531629,-38079.94300234967,-238329.58216608549,724806.2151028732,,,,Operating Profit a/f WHT,294247.28058922803,246852.11247266026,264603.8962995761,118781.66044134743,33472.334135178484,390886.33174252,40441.886803769674,-5973.82665643047,615672.816531629,-38079.94300234967,-238329.58216608549,724806.2151028732,,,,,,,,,,,Operating Profit a/f WHT,47354212.71458817,38109929.70090849,39617504.1212462,17344592.846345816,4531871.309115804,55538049.979936734,4944160.557502746,-2043690.0279947387,90449681.34127876,-6328512.138780686,-37496917.12695468,111913250.65818785,125081646.53674287,,
Gross Profit %,0.23485288511050598,0.2252593546133654,0.2969147019358913,0.3084241332092856,0.33391204827993193,0.24277401428240752,0.3140604842985429,0.2322065864139061,0.24753588276692817,0.35857120147183597,-0.3634299264934158,0.2771039854558828,,,,Gross Profit %,0.23485288511050598,0.2252593546133654,0.2969147019358913,0.3084241332092856,0.33391204827993193,0.24277401428240752,0.3140604842985429,0.2322065864139061,0.24753588276692817,0.35857120147183597,-0.3634299264934158,0.2771039854558828,,0,0,,,,,,,,Gross Profit %,0.23485288511050592,0.22525935461336546,0.2969147019358912,0.30842413320928563,0.33391204827993193,0.24277401428240747,0.3140604842985429,0.23220658641390607,0.24753588276692814,0.3585712014718359,-0.3634299264934159,0.2771039854558828,,0.22225597806976374,0
Operating Profit %,0.17897939649884512,0.15079039125692578,0.2138239828681057,0.1703407256756816,0.060316402195745376,0.2005136564559703,0.10839375815438972,-0.0010003832618378267,0.19891309898401974,-0.5214927779991022,-4.716308907337156,0.2585938088719569,,,,Operating Profit %,0.17897939649884512,0.15079039125692578,0.2138239828681057,0.1703407256756816,0.060316402195745376,0.2005136564559703,0.10839375815438972,-0.0010003832618378267,0.19891309898401974,-0.5214927779991022,-4.716308907337156,0.2585938088719569,,,,,,,,,,,Operating Profit %,0.1789411925577748,0.15008314791290292,0.2120311293414711,0.1674515966644832,0.04926332074372332,0.19526826004897616,0.0811825655865593,-0.04050975609337106,0.19616082537361865,-0.6425753816564679,-4.88306460632139,0.25519533423429996,,,
GP Per Person,57125.181174749436,53805.71363690372,52816.42251735897,31129.832400783613,30605.541139486977,95818.3446531916,26146.46557831762,15710.022116354736,193054.5853866523,5883.393769984266,-4498.973583376012,194174.87650554525,0,,,GP Per Person,54108.015185139964,50713.631100652514,48676.38046284965,28565.332102403503,26419.82336243922,92837.8174692796,25139.398051955035,14938.744687311966,174127.50591834766,5612.6757114996035,-4763.128766201612,214150.47598827133,0,,,,,,,,,,GP Per Person,8880601.745294955,8172428.067775913,7925728.777860321,4564197.090038709,4393276.509482876,13811115.76964811,3828986.723162368,2336472.7366816388,28536208.622985445,882324.6596437742,-697602.8901886925,30380268.186014082,0,,
OP Per Person,43534.61719975467,36017.96970914976,38035.8997041003,17192.812333247664,5528.450196083186,79138.97497950657,9024.101433258169,-67.68129798131413,155133.41105576715,-8556.591685494559,-58384.15506912104,181204.25377571853,0,,,OP Per Person,41235.26052928817,33948.10523563962,35054.436423350475,15776.45480870484,4772.360566437238,76677.27657418461,8676.525601992751,-64.35851096582276,139924.1250739762,-8162.869290070176,-61812.15411614564,199845.50985956952,0,,,,,,,,,,OP Per Person,6766386.822056751,5445029.05377141,5659878.788982194,2478022.9817481735,648156.8751933154,11108571.70461835,989767.8355730533,-407610.92156564293,22613635.54224258,-1581164.6406300797,-9373031.041266283,27978315.364547,0,,
Full-time HC,6.9999999999999964,7.000000000000001,6.999999999999994,6.999999999999995,7,5,5,5,3.9999999999999947,3.999999999999998,3.9999999999999942,3.9999999999999947,,,,Full-time HC,7.39033333333333,7.4268,7.59536666666666,7.62843666666666,8.10901666666666,5.16052333333333,5.20029666666666,5.25814666666666,4.43478666666666,4.19293333333333,3.77816666666666,3.62688666666666,,,,,,,,,,,Full-time HC,6.9999999999999964,7.000000000000001,6.999999999999994,6.999999999999995,7,5,5,5,3.9999999999999947,3.999999999999998,3.9999999999999942,3.9999999999999947,,,
Non Full-time HC,0.390333333333333,0.426799999999999,0.595366666666666,0.628436666666666,1.10901666666666,1.16052333333333,1.20029666666666,1.25814666666666,1.434786666666666,1.192933333333332,0.778166666666666,0.6268866666666659,,,,Non Full-time HC,,,,,,,,,,,,,,,,,,,,,,,Non Full-time HC,0.390333333333333,0.426799999999999,0.595366666666666,0.628436666666666,1.10901666666666,1.16052333333333,1.20029666666666,1.25814666666666,1.434786666666666,1.192933333333332,0.778166666666666,0.6268866666666659,,,
Revenue MoM%,,-0.017994614116756513,-0.2552822274913754,-0.4325976229133891,-0.09188773055049815,2.0757459126967674,-0.789062774262236,-0.18735181787169453,8.222096936165055,-0.9789617044615919,-0.24553300296312874,55.60535372913606,,,,Revenue MoM%,,-0.017994614116756513,-0.2552822274913754,-0.4325976229133891,-0.09188773055049815,2.0757459126967674,-0.789062774262236,-0.18735181787169453,8.222096936165055,-0.9789617044615919,-0.24553300296312874,55.60535372913606,,,,,,,,,,,Revenue MoM%,,-0.040551260573310155,-0.26423481707163254,-0.44561875059160283,-0.11092087834633702,2.0884607177099257,-0.7856892292655133,-0.17469282780412598,8.165621347522313,-0.9786550617584102,-0.21992820737772023,56.11645522107665,,,
GP MoM%,,-0.0581086566306237,-0.018386358114694246,-0.41060316248128514,-0.016842084292217785,1.2362510906228326,-0.7271246370102397,-0.39915312571414896,8.830900756564807,-0.9695247136544262,-1.764690204203014,-44.15981699093178,,,,GP MoM%,,-0.0581086566306237,-0.018386358114694246,-0.41060316248128514,-0.016842084292217785,1.2362510906228326,-0.7271246370102397,-0.39915312571414896,8.830900756564807,-0.9695247136544262,-1.764690204203014,-44.15981699093178,,,,,,,,,,,GP MoM%,,-0.07974388423557388,-0.0301867802163156,-0.42412903368731103,-0.037448115667235604,1.2454955137269499,-0.7227605077659902,-0.3897934608788768,8.770696888511967,-0.9690805225283825,-1.7906419508555262,-44.54951593993055,,,
Staff Cost MoM%,,0.01406218016355143,0.05395884975941412,0.019086159637349498,-0.05295707990751497,-0.28945112519247695,-0.009801881630383091,-0.14206432575033567,-0.15158747389257488,-0.0501762805101128,0.00819989779797603,-0.16608633053464428,,,,Staff Cost MoM%,,0.01406218016355143,0.05395884975941412,0.019086159637349498,-0.05295707990751497,-0.28945112519247695,-0.009801881630383091,-0.14206432575033567,-0.15158747389257488,-0.0501762805101128,0.00819989779797603,-0.16608633053464428,,,,,,,,,,,Staff Cost MoM%,,-0.00923081029427364,0.04128873315323789,-0.0043005083351620454,-0.0728061761850598,-0.15369986519590084,0.0044634446282803,-0.09825734065409808,-0.13838852372631827,0.00116536517152932,0.0002531883279028868,-0.141608584454739,,,
Other SG&A MoM%,,0.43149732474010993,-0.23480674847782745,-0.08799069198856568,1.1860052669735306,-0.5711945514777034,0.03840282487153068,-0.05879979076612318,1.2269424286993598,-0.6805870147834778,3.60519108459828,-0.8009456215552458,,,,Other SG&A MoM%,,0.43149732474010993,-0.23480674847782745,-0.08799069198856568,1.1860052669735306,-0.5711945514777034,0.03840282487153068,-0.05879979076612318,1.2269424286993598,-0.6805870147834778,3.60519108459828,-0.8009456215552458,,,,,,,,,,,Other SG&A MoM%,,0.4144448488009993,-0.23053194679487687,-0.1088527001752485,1.1774174441850604,-0.5465949092540201,0.06670979439201741,-0.01216896852536331,0.9868764596552448,-0.6603963855687353,3.4912935952031408,-0.7729403093770829,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2C,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,,,D2C,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,Jan (FCST),Feb (FCST),,,,,,,,D2C,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD,Jan (FCST),Feb (FCST)
Revenue,1804598.94137335,1527672.3935097,1119321.64757355,1638099.4131909502,1585369.2078990801,2120612.30952892,2150574.06501305,2052424.49342837,3467017.81252835,2447608.47064396,2616847.73977632,3706040.17889103,,,,Revenue,1359849.78767373,1331800.4775846796,1776759.09836843,1638099.4131909502,1585369.2078990801,2120612.3095289203,2150574.0650130496,2052424.4934283702,3467017.81252835,2447608.4706439604,2616847.73977632,3706040.17889103,,,,,,,,,,,Revenue,280540458.318956,232034702.32429245,167967449.7253193,240175034.62986994,227572035.6708338,305661950.38591933,314938151.67664194,305246793.2556746,512474455.86317575,367064554.1047861,405763784.2545064,579840690.8714461,680542610.3685677,,
Cost,917117.4173683601,607858.579624651,-182580.02741033002,659321.9777312102,589705.0518991902,899754.5823220399,970921.3273996492,870350.932740306,1471471.66150295,1165584.503153711,1156921.80929885,1667822.578346401,,,,Cost,472368.2636687401,411986.663699631,474857.4233845499,659321.9777312103,589705.0518991902,899754.5823220398,970921.3273996493,870350.932740306,1471471.66150295,1177668.674884531,1156921.80929885,1667822.578346401,,,,,,,,,,,Cost,142573806.67918006,92326263.91476227,-27398292.20793917,96668540.11342525,84649290.80079383,129689306.84096472,142185369.59470946,129442925.70894314,217504402.86803147,174801142.03437147,179390250.4498782,260944660.4458437,207501778.38600317,,
Gross Profit,887481.52400499,919813.813885049,1301901.67498388,978777.43545974,995664.15599989,1220857.72720688,1179652.737613401,1182073.560688064,1995546.1510254,1282023.9674902488,1459925.93047747,2038217.6005446292,,,,Gross Profit,887481.5240049898,919813.8138850486,1301901.67498388,978777.4354597399,995664.15599989,1220857.7272068807,1179652.7376134004,1182073.5606880642,1995546.1510254,1269939.7957594295,1459925.93047747,2038217.6005446292,,,,,,,,,,,Gross Profit,137966651.63977596,139708438.40953016,195365741.93325847,143506494.51644468,142922744.87003997,175972643.5449546,172752782.0819325,175803867.54673147,294970052.99514425,192263412.07041463,226373533.80462822,318896030.42560244,473040831.9825646,,0
Staff Costs,296819.764071842,301768.87485400314,322626.7028785617,316302.05823873257,300163.716774449,292002.2080629864,296996.299314232,280954.2088495259,275912.324221699,256720.76876252808,244623.3468654028,218348.7469513398,,Manual COS adj. by Ruby,,Staff Costs,296819.764071842,301768.87485400314,322626.7028785617,316302.05823873257,300163.716774449,292002.2080629864,296996.299314232,280954.2088495259,275912.324221699,256720.76876252808,244623.3468654028,218348.7469513398,,,,,,,,,,,Staff Costs,46469109.24080773,46221940.04605707,48403637.699999996,43605066.299999855,40857688.59999986,41534768,43485289.49999985,41467394.5,40317861,38041296,37748173.99999985,33829918.5,141094686.98686478,,
Direct SG&A,706692.312553513,684644.8239263915,799734.8474172779,687337.6795533231,639179.0400991247,867393.7912845993,689961.2597220707,726329.6241969969,1138596.7720556615,917581.080188313,1144080.2423459452,1310407.6410935116,,,,Direct SG&A,706692.312553513,684644.8239263915,799734.8474172779,687337.6795533231,639179.0400991247,867393.7912845993,689961.2597220707,726329.6241969969,1138596.7720556615,917581.080188313,1144080.2423459452,1310407.6410935116,,,,,,,,,,,Direct SG&A,100342211.99999999,94672899,110508678,91845532,83307115.67850196,117838436.40101069,95256268,103357716,148850371.4950667,119846350.96537223,151767809.40263197,187438014,305523789,,
Indirect SG&A,136020.6413428773,171962.09378575342,169057.67133970917,182386.7921826361,255043.04254219664,226236.35291915762,243373.2856623054,252990.33834175128,126411.02601177726,115261.60319010034,133142.73835146255,95589.1510378552,,,,Indirect SG&A,136020.6413428773,171962.09378575342,169057.67133970917,182386.7921826361,255043.04254219664,226236.35291915762,243373.2856623054,252990.33834175128,126411.02601177726,115261.60319010034,133142.73835146255,95589.1510378552,,,,,,,,,,,Indirect SG&A,32167896.50446267,38153887.6779166,38191231.51523108,35888474.94525737,50429872.76362672,47351808.079234615,51908481.7607332,56298697.158923365,49677598.601351336,45451392.52036593,57370150.227051206,44314417.018176615,108513015.69761035,,
Operating Profit b/f adj,-252051.19396324246,-238561.97868109914,10482.453348331386,-207249.09451495158,-198721.64341588027,-164774.62505986332,-50678.10708520701,-78200.61070021009,454626.0287362621,-7539.484650692437,-61920.39708534069,413872.0614619225,,,,Operating Profit b/f adj,-252051.1939632427,-238561.97868109948,10482.453348331386,-207249.0945149517,-198721.64341588027,-164774.62505986262,-50678.10708520748,-78200.61070020986,454626.0287362621,-19623.656381511828,-61920.39708534069,413872.0614619225,,,,,,,,,,,Operating Profit b/f adj,-41012566.10549441,-39340288.31444353,-1737805.281972587,-27832578.728812546,-31671932.172088563,-30752368.935290694,-17897257.178800583,-25319940.112191886,56124221.898726225,-11075627.415323526,-20512599.825054795,53313680.90742582,-82090659.70191053,,
One-time adjustment ( ie.yearly bonus reversal),,,,,,,,,,,,,,,,One-time adjustment ( ie.yearly bonus reversal),0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,One-time adjustment ( ie.yearly bonus reversal),,,,,,,,,,,,,0,,
Operating Profit,-252051.19396324246,-238561.97868109914,10482.453348331386,-207249.09451495158,-198721.64341588027,-164774.62505986332,-50678.10708520701,-78200.61070021009,454626.0287362621,-7539.484650692437,-61920.39708534069,413872.0614619225,,,,Operating Profit,-252051.1939632427,-238561.97868109948,10482.453348331386,-207249.0945149517,-198721.64341588027,-164774.62505986262,-50678.10708520748,-78200.61070020986,454626.0287362621,-19623.656381511828,-61920.39708534069,413872.0614619225,,,,,,,,,,,Operating Profit,-41012566.10549441,-39340288.31444353,-1737805.281972587,-27832578.728812546,-31671932.172088563,-30752368.935290694,-17897257.178800583,-25319940.112191886,56124221.898726225,-11075627.415323526,-20512599.825054795,53313680.90742582,-82090659.70191053,,
Gross Profit %,0.4917887867813952,0.60210148314054,1.163116676789129,0.5975079580506789,0.628032985022673,0.5757100068319821,0.5485292307783143,0.5759400964434644,0.575580011101856,0.5237863746863695,0.5578948703382567,0.5499718033695283,,,,Gross Profit %,0.6526320274853211,0.6906543655497107,0.7327395571968062,0.5975079580506788,0.628032985022673,0.5757100068319824,0.5485292307783143,0.5759400964434644,0.575580011101856,0.5188492403874183,0.5578948703382567,0.5499718033695283,,0,0,,,,,,,,Gross Profit %,0.49178878678139526,0.6021014831405399,1.163116676789129,0.5975079580506789,0.628032985022673,0.5757100068319821,0.5485292307783143,0.5759400964434644,0.5755800111018559,0.5237863746863695,0.5578948703382567,0.5499718033695283,,0,0
Operating Profit %,-0.13967158474083138,-0.15616043053119713,0.009365005466529753,-0.12651802011896146,-0.12534723295100753,-0.07770143760811561,-0.0235649205994212,-0.038101577403017534,0.13112884136142425,-0.0030803475070131686,-0.023662208597063222,0.11167500660658425,,,,Operating Profit %,-0.18535223246563287,-0.1791274163782773,0.005899760613556029,-0.12651802011896152,-0.12534723295100753,-0.07770143760811526,-0.023564920599421422,-0.038101577403017416,0.13112884136142425,-0.008017481805964207,-0.023662208597063222,0.11167500660658425,,,,,,,,,,,Operating Profit %,-0.1461912707751615,-0.1695448479058163,-0.010346083629979836,-0.11588456215569992,-0.13917321642233618,-0.10060908430527157,-0.05682784725674114,-0.0829490781611059,0.10951613540267983,-0.03017351387233582,-0.05055305727380716,0.0919453942207822,,,
GP Per Person,13186.94686485869,13272.92660728788,18786.45995647736,14988.93469310476,15879.811100476722,18154.01824842945,18009.965459746578,18326.72187113278,32186.228242345194,21367.0661248375,25171.1367323702,39196.49231816599,0,,,GP Per Person,12455.985931179655,12464.292383248603,17075.82179613299,13181.422539105692,13691.68542230464,16629.975634335773,16447.389773721414,16672.630618307823,29398.42896286084,19229.803243430626,22246.44065015125,34977.6756631643,0,,,,,,,,,,GP Per Person,2050024.5414528372,2015994.7822443051,2819130.4752273974,2197649.226898083,2279469.6151521537,2616693.584311594,2637447.054685992,2725641.357313667,4757581.499921686,3204390.2011735803,3902991.962148767,6132615.9697231315,0,,
OP Per Person,-3745.188617581611,-3442.45279482106,151.26195307837511,-3173.799303444897,-3169.404201210213,-2450.1802982879312,-773.7115585527788,-1212.4125689955056,7332.677882842945,-125.65807751154074,-1067.5930531955303,7959.078105036981,0,,,OP Per Person,-3537.590407262984,-3232.7262418991572,137.48849763527699,-2791.0715824435238,-2732.6827142042152,-2244.4859370890376,-706.5830084124001,-1102.9854145217193,6697.5604666436075,-297.14719736576325,-943.5467992148855,7102.422591185622,0,,,,,,,,,,OP Per Person,-609399.19919011,-567680.928058349,-25076.55529541975,-426226.3205024896,-505134.48440332664,-457284.29643554956,-273240.5676152761,-392557.2110417347,905229.3854633272,-184593.79025539226,-353665.51422508305,1025263.0943735747,0,,
Full-time HC,67.30000000000001,69.29999999999991,69.29999999999994,65.29999999999994,62.69999999999997,67.24999999999997,65.5,64.49999999999999,61.999999999999936,59.99999999999994,57.999999999999936,51.999999999999936,,,,Full-time HC,71.24939999999984,73.79591119999986,76.2424023,74.2543099999999,72.72034999999991,73.4130797333332,71.7227933333333,70.8990433333332,67.8793466666665,66.0401866666666,65.62514666666661,58.271956666666604,,,,,,,,,,,Full-time HC,67.30000000000001,69.29999999999991,69.29999999999994,65.29999999999994,62.69999999999997,67.24999999999997,65.5,64.49999999999999,61.999999999999936,59.99999999999994,57.999999999999936,51.999999999999936,,,
Non Full-time HC,5.16411999999999,5.63437999999999,6.245296666666659,3.60627666666666,4.45508333333333,4.12419333333333,4.6270500000000006,4.79904333333332,4.27934666666666,4.44018666666666,6.1251466666666605,4.77195666666666,,,,Non Full-time HC,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Non Full-time HC,5.16411999999999,5.63437999999999,6.245296666666659,3.60627666666666,4.45508333333333,4.12419333333333,4.6270500000000006,4.79904333333332,4.27934666666666,4.44018666666666,6.1251466666666605,4.77195666666666,,,
Revenue MoM%,,-0.1534560070465858,-0.2673025628210759,0.4634751474180807,-0.03218986886098307,0.33761416518183807,0.01412882276948868,-0.04563877765543711,0.6892303827153432,-0.29403060411188886,0.0691447472756268,0.41622308495786275,,,,Revenue MoM%,,-0.020626770944336292,0.33410306444004023,-0.07804079084486404,-0.03218986886098307,0.3376141651818383,0.014128822769488236,-0.04563877765543678,0.689230382715343,-0.29403060411188864,0.06914474727562658,0.41622308495786275,,,,,,,,,,,Revenue MoM%,,-0.1729011076880601,-0.2761106505070632,0.4298903449604863,-0.05247422563489346,0.34314371923990183,0.030347909770943815,-0.030772259154291937,0.6788856334812576,-0.28374077984720525,0.10542894898719313,0.42901045724611486,,,
GP MoM%,,0.036431507592576295,0.41539695896172013,-0.2481940424019663,0.017252870702130663,0.22617422737372794,-0.03375085292513913,0.0020521489057541142,0.6881742536089108,-0.3575573449747137,0.13876648759967436,0.39611028066199805,,,,GP MoM%,,0.03643150759257607,0.4153969589617208,-0.2481940424019664,0.017252870702130885,0.2261742273737286,-0.03375085292514013,0.0020521489057545583,0.6881742536089106,-0.3636129161398356,0.14960247356011713,0.39611028066199805,,,,,,,,,,,GP MoM%,,0.012624694076811549,0.39838183117170733,-0.2654469862711658,-0.0040677576884008415,0.2312431006343112,-0.018297511466318084,0.017661570644644797,0.6778359720484335,-0.3481934517821047,0.17741348375592692,0.40871605026418756,,,
Staff Cost MoM%,,0.016673791240408242,0.06911855317964655,-0.019603599402649996,-0.051021929968293134,-0.02719019073712825,0.017102922900392503,-0.05401444564039182,-0.017945574292952737,-0.06955671702344923,-0.04712287967755213,-0.10740839028958205,,,,Staff Cost MoM%,,0.016673791240408242,0.06911855317964655,-0.019603599402649996,-0.051021929968293134,-0.02719019073712825,0.017102922900392503,-0.05401444564039182,-0.017945574292952737,-0.06955671702344923,-0.04712287967755213,-0.10740839028958205,,,,,,,,,,,Staff Cost MoM%,,-0.005319000058077394,0.04720047777676606,-0.0991365861743928,-0.06300592873998234,0.01657165207334188,0.046961174792161,-0.04640408338548274,-0.027721382398404604,-0.05646542111943886,-0.007705363140103061,-0.10379986857112256,,,
Other SG&A MoM%,,0.01648718433900198,0.1309650887999727,-0.10225930227881763,0.02816709394926553,0.2229961275094341,-0.14657203778530425,0.049270025824913466,0.2917206290659955,-0.18352860357359524,0.23660940940166242,0.10082328096198534,,,,Other SG&A MoM%,,0.01648718433900198,0.1309650887999727,-0.10225930227881763,0.02816709394926553,0.2229961275094341,-0.14657203778530425,0.049270025824913466,0.2917206290659955,-0.18352860357359524,0.23660940940166242,0.10082328096198534,,,,,,,,,,,Other SG&A MoM%,,0.0023898416281447066,0.1195024229247088,-0.1409947231193588,0.04699595386093236,0.23518741078671157,-0.10911960797822862,0.08488217061830139,0.2434700627954205,-0.16738309767908832,0.26521968914673977,0.10813183521794167,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
