科目,Account Number,Account (Line): Name,Type,Subsidiary,Date,Document Number,Transaction Number,Vendor Name,JE Name,Split,Memo,Description,Department,Class: Name,Cost Items,Nature,Amount,Type.1,Irregular?,Entity Level Dept,Month (YYMM),BU Level Dept,Unnamed: 23
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-10-31,202510-AVC-0000001860,VENDBILL421952,VEN0069912 昌和株式会社,,80011 - Accounts Payable : Non-trade Creditors,,POPUP装飾費,Brand Commerce & Marketing,Advanced Clinicals,Advertising and marketing events,,796000.0,Local,,D2C,2025-10-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-10-31,2020510-# 19616-AVC,VENDBILL421959,"VEN0051118 QH DISTRIBUTION, INC.",,80010 - Accounts Payable : Trade Creditors,Amazon Payout Report 許可費用 10/2-10/30（inv# 19616）,Amazon Payout Report 許可費用 10/2-10/30（inv# 19616）,Brand Commerce & Marketing,Advanced Clinicals,Advertising and marketing events,,266152.0,Local,,D2C,2025-10-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Bill,AnyMind Japan Inc,2025-10-31,202510_株式会社PALTAC東京支社_販促費,VENDBILL421873,VEN0068183 株式会社PALTAC東京支社（第二営業部）,,80010 - Accounts Payable : Trade Creditors,PALTAC東京支社（第二営業部）販促金,PALTAC東京支社（第二営業部）販促金,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,31388.0,Local,,D2C,2025-10-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023382,JOURNAL239427,,VEN0057448 株式会社ビーアンドピー,- Split -,,Amortization Destination,D2C Anylogi,forencos,Advertising and marketing events,,513096.0,Local,,D2C,2025-10-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023382,JOURNAL239427,,VEN0056215 株式会社 JP FUNCTIONS,- Split -,,Amortization Destination,D2C Anylogi,forencos,Advertising and marketing events,,203714.0,Local,,D2C,2025-10-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023382,JOURNAL239427,,VEN0056215 株式会社 JP FUNCTIONS,- Split -,,Amortization Destination,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,163793.0,Local,,D2C,2025-10-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023364,JOURNAL239191,,VEN0002829 ラクスル株式会社,- Split -,upsider決済分をvendor paymentに振替JE＿2025年10月_ VENDBILL422428,upsider決済分_FORENCOS_2025年10月_全額広告費,D2C Solutions,forencos,Advertising and marketing events,,125277.0,Local,,D2C,2025-10-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023271,JOURNAL238391,,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_1031,forencos_販促クーポン,D2C Anylogi,forencos,Advertising and marketing events,,-1818.0,Local,,D2C,2025-10-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023300,JOURNAL238820,,,- Split -,Upsider_Yahoo_利用分_2025.10,Upsider_Yahoo分配_BC分_2025.10,Brand Commerce & Marketing,BC,Advertising and marketing events,,32887.0,Local,,D2C,2025-10-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023271,JOURNAL238391,,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_1031,Anys Store_販促クーポン,D2C Anylogi,Advanced Clinicals,Advertising and marketing events,,-909.0,Local,,D2C,2025-10-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events for AnyMind Branding,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023403,JOURNAL239777,,,"80040 - Accounts Payable : Trade Accruals, Provisions and Other Manual Adjustments",BC SGA広告費見積計上_2510,BC SGA広告費見積計上_2510,D2C Solutions,BC_AM,Advertising and marketing events,,8617906.0,Local,,D2C,2025-10-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-10-30,UPSIDER_D2C_202510,VENDBILL422428,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202510,,D2C Solutions,BC,Transportation & Accommodation,,71136.0,Local,,D2C,2025-10-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-10-30,UPSIDER_D2C_202510,VENDBILL422428,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202510,,D2C Solutions,AnyLogi,Transportation & Accommodation,,7573.0,Local,,D2C,2025-10-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-10-31,AJP_ExpenseClaim_202510,VENDBILL415022,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_2025010,交通費2025年7月,D2C Solutions,BC,Transportation & Accommodation,,6154.0,Local,,D2C,2025-10-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-10-31,AJP_ExpenseClaim_202510,VENDBILL415022,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_2025010,8月〜9月交通費,D2C Solutions,BC,Transportation & Accommodation,,23068.0,Local,,D2C,2025-10-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-10-31,AJP_ExpenseClaim_202510,VENDBILL415022,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_2025010,交通費9月,D2C Solutions,BC,Transportation & Accommodation,,2935.0,Local,,D2C,2025-10-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-10-31,AJP_ExpenseClaim_202510,VENDBILL415022,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_2025010,交通費2025年8月,D2C Solutions,BC,Transportation & Accommodation,,3453.0,Local,,D2C,2025-10-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-10-31,AJP_ExpenseClaim_202510,VENDBILL415022,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_2025010,９月出張交通費,D2C Solutions,BC,Transportation & Accommodation,,26100.0,Local,,D2C,2025-10-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-10-31,AJP_ExpenseClaim_202510,VENDBILL415022,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_2025010,交通費8月,D2C Solutions,BC,Transportation & Accommodation,,8291.0,Local,,D2C,2025-10-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-10-31,AJP_ExpenseClaim_202510,VENDBILL415022,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_2025010,出張交通費,D2C Solutions,BC,Transportation & Accommodation,,61007.0,Local,,D2C,2025-10-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-10-31,AJP_ExpenseClaim_202510,VENDBILL415022,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_2025010,交通費10月,D2C Solutions,BC,Transportation & Accommodation,,2073.0,Local,,D2C,2025-10-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-10-31,AJP_ExpenseClaim_202510,VENDBILL415022,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_2025010,山田電気往訪 - 交通費,D2C Solutions,BC,Transportation & Accommodation,,8164.0,Local,,D2C,2025-10-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-10-31,AJP_ExpenseClaim_202510,VENDBILL415022,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_2025010,交通費用 - Summary,D2C Solutions,BC,Transportation & Accommodation,,53300.0,Local,,D2C,2025-10-01,BC,
交通費および宿泊費,41320.0,Travel - Hotel and Accommodation - Domestic,Bill,AnyMind Japan Inc,2025-10-30,UPSIDER_D2C_202510,VENDBILL422428,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202510,,D2C Solutions,BC,Transportation & Accommodation,,15057.0,Local,,D2C,2025-10-01,BC,
IT費用,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-10-30,UPSIDER_D2C_202510,VENDBILL422428,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202510,,D2C Solutions,Advanced Clinicals,IT expenses,,3800.0,Local,,D2C,2025-10-01,BC,
IT費用,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-10-30,UPSIDER_D2C_202510,VENDBILL422428,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202510,,D2C Solutions,BC,IT expenses,,120145.0,Local,,D2C,2025-10-01,BC,
IT費用,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-10-30,UPSIDER_D2C_202510,VENDBILL422428,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202510,,D2C Solutions,AnyLogi,IT expenses,,2040.0,Local,,D2C,2025-10-01,BC,
IT費用,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-10-30,UPSIDER_D2C_202510,VENDBILL422428,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202510,,D2C Solutions,forencos,IT expenses,,3268.0,Local,,D2C,2025-10-01,BC,
IT費用,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-10-30,UPSIDER_D2C_202510,VENDBILL422428,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202510,,D2C Solutions,waterpik,IT expenses,,3800.0,Local,,D2C,2025-10-01,BC,
IT費用,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-10-31,202510_AnyLogi_外販,VENDBILL420892,VEN0015047 株式会社ロジレス,,80010 - Accounts Payable : Trade Creditors,10月外販ブランド利用分,10月外販ブランド利用分,D2C Anylogi,AnyLogi,IT expenses,,2070935.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-01,JEAJP0023068,JOURNAL236942,CUS0013359 D2C_TikTok,,- Split -,TikTok入金_Forencos_10/1,TikTok入金_Forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,58555.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-01,JEAJP0023066,JOURNAL236940,CUS0013359 D2C_TikTok,,- Split -,TikTok入金_ADVANCED CLINICALS_10/1,TikTok入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,211368.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-03,JEAJP0023044,JOURNAL236738,CUS0005406 D2C_shopify,,- Split -,shopify入金_ADVANCED CLINICALS_10/3,shopify入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,349.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-06,JEAJP0023046,JOURNAL236740,CUS0008628 D2C_Amazon,,- Split -,Amazon入金(mizuho)_Handheld fan_10/6,Amazon入金(mizuho)_Handheld fan_支出,D2C Anylogi,CNP,IT expenses,,14320.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-06,JEAJP0023047,JOURNAL236741,CUS0008628 D2C_Amazon,,- Split -,Amazon入金(mizuho)_waterpik_10/6,Amazon_waterpik_支出,D2C Anylogi,waterpik,IT expenses,,626223.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-06,JEAJP0023048,JOURNAL236742,CUS0008628 D2C_Amazon,,- Split -,Amazon入金(mizuho)_ADVANCED CLINICALS_10/6,Amazon入金(mizuho)_ADVANCED CLINICALS_支出,D2C Anylogi,Advanced Clinicals,IT expenses,,1746157.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-10,JEAJP0023045,JOURNAL236739,CUS0005406 D2C_shopify,,- Split -,shopify入金_ADVANCED CLINICALS_10/10,shopify入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,260.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-10,JEAJP0023053,JOURNAL236750,CUS0008628 D2C_Amazon,,- Split -,Amazon入金(mizuho)_Forecos_10/10,Amazon入金(mizuho)_Forecos_支出,D2C Anylogi,forencos,IT expenses,,142064.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-14,JEAJP0023069,JOURNAL236943,CUS0013359 D2C_TikTok,,- Split -,TikTok入金_Forencos_10/14,TikTok入金_Forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,218752.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-14,JEAJP0023067,JOURNAL236941,CUS0013359 D2C_TikTok,,- Split -,TikTok入金_ADVANCED CLINICALS_10/14,TikTok入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,182596.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-14,JEAJP0023052,JOURNAL236749,CUS0008628 D2C_Amazon,,- Split -,Amazon入金(mizuho)_The Breath Co_10/14,Amazon入金(mizuho)_The Breath Co_支出,D2C Anylogi,The Breath Co,IT expenses,,504276.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-15,JEAJP0023269,JOURNAL238387,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_1015,Anys Store 後払い決済手数料控除,D2C Anylogi,Advanced Clinicals,IT expenses,,1591.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-17,JEAJP0023151,JOURNAL237471,CUS0005406 D2C_shopify,,- Split -,shopify入金_forencos_10/17,shopify入金_forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,125.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-17,JEAJP0023153,JOURNAL237474,CUS0005406 D2C_shopify,,- Split -,shopify入金_ADVANCED CLINICALS_10/17,shopify入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,165.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-20,JEAJP0023135,JOURNAL237151,CUS0005406 D2C_shopify,,- Split -,paidy payout_2025年9月分(10月入金)_waterpik,paidy_waterpik_決済手数料,D2C Creator,waterpik,IT expenses,,284.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-20,JEAJP0023160,JOURNAL237484,CUS0008628 D2C_Amazon,,- Split -,Amazon入金(mizuho)_waterpik_10/20,Amazon_waterpik_支出,D2C Anylogi,waterpik,IT expenses,,1376305.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-20,JEAJP0023159,JOURNAL237483,CUS0008628 D2C_Amazon,,- Split -,Amazon入金(mizuho)_ADVANCED CLINICALS_10/20,Amazon入金(mizuho)_ADVANCED CLINICALS_支出,D2C Anylogi,Advanced Clinicals,IT expenses,,976340.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-21,JEAJP0023203,JOURNAL237639,CUS0013359 D2C_TikTok,,- Split -,TikTok入金_waterpik_10/21,TikTok入金_waterpik_決済手数料,D2C Anylogi,waterpik,IT expenses,,7120.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-24,JEAJP0023152,JOURNAL237473,CUS0005406 D2C_shopify,,- Split -,shopify入金_forencos_10/24,shopify入金_forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,136.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-24,JEAJP0023158,JOURNAL237482,CUS0008628 D2C_Amazon,,- Split -,Amazon入金(mizuho)_Forecos_10/24,Amazon入金(mizuho)_Forecos_支出,D2C Anylogi,forencos,IT expenses,,250174.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-24,JEAJP0023154,JOURNAL237476,CUS0005406 D2C_shopify,,- Split -,shopify入金_ADVANCED CLINICALS_10/24,shopify入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,169.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-27,JEAJP0023157,JOURNAL237481,CUS0008628 D2C_Amazon,,- Split -,Amazon入金(mizuho)_The Breath Co_10/27,Amazon入金(mizuho)_The Breath Co_支出,D2C Anylogi,The Breath Co,IT expenses,,1460879.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Bill,AnyMind Japan Inc,2025-10-30,UPSIDER_D2C_202510,VENDBILL422428,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202510,,D2C Solutions,waterpik,IT expenses,,769.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Bill,AnyMind Japan Inc,2025-10-30,UPSIDER_D2C_202510,VENDBILL422428,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202510,,D2C Solutions,Advanced Clinicals,IT expenses,,48070.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-30,JEAJP0023166,JOURNAL237536,CUS0008627 D2C_Qoo10,,- Split -,ebay入金_Qoo10_The Breath co_1030,Qoo10_The Breath co_決済手数料,D2C Anylogi,The Breath Co,IT expenses,,223405.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-30,JEAJP0023167,JOURNAL237537,CUS0008627 D2C_Qoo10,,- Split -,ebay入金_Qoo10_ADVANCED CLINICALS_1030,Qoo10_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,434630.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-30,JEAJP0023162,JOURNAL237527,CUS0005406 D2C_shopify,,- Split -,shopify入金_waterpik_10/30,shopify入金_waterpik_決済手数料,D2C Anylogi,waterpik,IT expenses,,9335.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-30,JEAJP0023168,JOURNAL237538,CUS0008627 D2C_Qoo10,,- Split -,ebay入金_Qoo10_forencos_1030,Qoo10_forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,241601.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023271,JOURNAL238391,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_1031,forencos_システム利用料_広告掲載料,D2C Anylogi,forencos,IT expenses,,56475.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023271,JOURNAL238391,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_1031,waterpik_ポイント付与料,D2C Anylogi,waterpik,IT expenses,,19046.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023174,JOURNAL237583,CUS0005406 D2C_shopify,,- Split -,shopify入金_forencos_10/31,shopify入金_forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,195.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023271,JOURNAL238391,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_1031,Anys Store_ポイント付与料,D2C Anylogi,Advanced Clinicals,IT expenses,,15037.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023179,JOURNAL237611,CUS0005406 D2C_shopify,,- Split -,komoju入金_waterpik_10/31,komoju入金_waterpik_決済手数料,D2C Anylogi,waterpik,IT expenses,,3810.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023271,JOURNAL238391,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_1031,forencos_ポイント付与料,D2C Anylogi,forencos,IT expenses,,2883.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023271,JOURNAL238391,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_1031,Anys Store_後払い決済手数料控除,D2C Anylogi,Advanced Clinicals,IT expenses,,1136.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023271,JOURNAL238391,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_1031,waterpik_システム利用料_広告掲載料,D2C Anylogi,waterpik,IT expenses,,954547.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023271,JOURNAL238391,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_1031,waterpik_後払い決済手数料控除,D2C Anylogi,waterpik,IT expenses,,455.0,Local,,D2C,2025-10-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023271,JOURNAL238391,CUS0008629 D2C_Rakuten,,- Split -,Rakuten_payout_1031,Anys Store_システム利用料_広告掲載料,D2C Anylogi,Advanced Clinicals,IT expenses,,350308.0,Local,,D2C,2025-10-01,BC,
業務委託費,42610.0,Other Outsourced Services - recurring service,Bill,AnyMind Japan Inc,2025-10-17,AnyLogi-2025010,VENDBILL413013,VEN0059470 XUE YU,,80011 - Accounts Payable : Non-trade Creditors,BASE FOOD カスタマーサービス費用 (9月分）8日分（33.8H）,BASE FOOD カスタマーサービス費用 (9月分）10日分（50H）,D2C Anylogi,Crossborder,Other outsourced services,Outsourced - Long term,58150.0,Local,,D2C,2025-10-01,BC,
業務委託費,42610.0,Other Outsourced Services - recurring service,Bill,AnyMind Japan Inc,2025-10-31,BC-202510-1635-2225,VENDBILL421971,VEN0008415 パーソルテンプスタッフ株式会社,,80011 - Accounts Payable : Non-trade Creditors,,,Brand Commerce & Marketing,BC,Other outsourced services,Outsourced - Short term,126948.0,Local,,D2C,2025-10-01,BC,
業務委託費,42610.0,Other Outsourced Services - recurring service,Bill,AnyMind Japan Inc,2025-10-31,202510-25110401-BC,VENDBILL421941,VEN0070848 Baby Company Inc,,80011 - Accounts Payable : Non-trade Creditors,,業務委託料,Brand Commerce & Marketing,BC,Other outsourced services,Outsourced - Short term,400000.0,Local,,D2C,2025-10-01,BC,
業務委託費,42610.0,Other Outsourced Services - recurring service,Bill,AnyMind Japan Inc,2025-10-31,202510-AnyLogi,VENDBILL422672,VEN0046166 悦慧王,,80010 - Accounts Payable : Trade Creditors,2025年10月分CS業務,CS業務,D2C Anylogi,AnyLogi,Other outsourced services,Outsourced - Long term,227273.0,Local,,D2C,2025-10-01,BC,
業務委託費,42610.0,Other Outsourced Services - recurring service,Bill,AnyMind Japan Inc,2025-10-31,2025-BC-業務委託料,VENDBILL422665,VEN0066330 花音芦原,,80011 - Accounts Payable : Non-trade Creditors,10月分業務委託料,SCMの在庫管理（28.38H×1800円）／交通費（12日分×450円）,D2C Anylogi,AnyLogi,Other outsourced services,Outsourced - Short term,50707.0,Local,,D2C,2025-10-01,BC,
業務委託費,42610.0,Other Outsourced Services - recurring service,Bill,AnyMind Japan Inc,2025-10-31,202510-BC,VENDBILL421923,VEN0049970 大輔天川,,80011 - Accounts Payable : Non-trade Creditors,化粧品製販コンサル費用 10月分,化粧品製販コンサル費用,D2C Anylogi,BC,Other outsourced services,Outsourced - Long term,50000.0,Local,,D2C,2025-10-01,BC,
業務委託費,42610.0,Other Outsourced Services - recurring service,Bill,AnyMind Japan Inc,2025-10-31,AnyLogi-202510,VENDBILL422669,VEN0066704 悠友奥田,,80011 - Accounts Payable : Non-trade Creditors,,AnyLogi,D2C Anylogi,AnyLogi,Other outsourced services,Outsourced - Long term,139091.0,Local,,D2C,2025-10-01,BC,
業務委託費,42620.0,Other Outsourced Services - non-recurring service,Bill,AnyMind Japan Inc,2025-10-15,AnyLogi-202510−FRC,VENDBILL412617,VEN0058242 陽介岡村,,80011 - Accounts Payable : Non-trade Creditors,FRC成分表記確認費用,FRC成分表記確認費用,D2C Anylogi,forencos,Other outsourced services,Outsourced - Long term,184000.0,Local,,D2C,2025-10-01,BC,
業務委託費,42620.0,Other Outsourced Services - non-recurring service,Bill,AnyMind Japan Inc,2025-10-31,AnyLogi-202510−FRC-2,VENDBILL421927,VEN0058242 陽介岡村,,80011 - Accounts Payable : Non-trade Creditors,FRC成分表記確認費用,FRC成分表記確認費用,D2C Anylogi,forencos,Other outsourced services,Outsourced - Long term,100000.0,Local,,D2C,2025-10-01,BC,
減価償却,43010.0,Depreciation,Journal,AnyMind Japan Inc,2025-10-31,JEAJP0023368,JOURNAL239397,,,- Split -,,COMPUTER EQUIPMENT (FAM),Administration,AnyLogi,Depreciation and amortization,,6967.0,Local,,D2C,2025-10-01,BC,
