account_code,account_name,type,subsidiary,trandate,tranid,vendor,body_memo,line_memo,department,class,consolidation_classification,amount_functional,type_managerial report,irregular,dept_mgr_report,posting_period,bu_jp_mgr_report,d2c_platform_related,pokkt_sga_allocation_key
41500,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-11-20,JEAJP0023498,CUS0005406 D2C_shopify,paidy payout_2025年10月分(11月入金)_welm,paidy_welm_決済手数料,D2C Creator,127 welm,IT expenses,889,Local,,,2025-11-01,,,
48180,Bank Fees,Journal,AnyMind Japan Inc,2025-11-20,JEAJP0023498,CUS0005406 D2C_shopify,paidy payout_2025年10月分(11月入金)_welm,paidy_welm_振込手数料,D2C Creator,127 welm,General expenses,500,Local,,,2025-11-01,,,
41500,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-11-20,JEAJP0023499,CUS0005406 D2C_shopify,paidy payout_2025年10月分(11月入金)_YOOU,paidy_YOOU_決済手数料,D2C Creator,109 YOOU,IT expenses,969,Local,,,2025-11-01,,,
48180,Bank Fees,Journal,AnyMind Japan Inc,2025-11-20,JEAJP0023499,CUS0005406 D2C_shopify,paidy payout_2025年10月分(11月入金)_YOOU,paidy_YOOU_振込手数料,D2C Creator,109 YOOU,General expenses,500,Local,,,2025-11-01,,,
41500,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-11-20,JEAJP0023500,CUS0005406 D2C_shopify,paidy payout_2025年10月分(11月入金)_福寿外貌,paidy_福寿外貌_決済手数料,D2C Creator,069 福寿外貌,IT expenses,1138,Local,,,2025-11-01,,,
48180,Bank Fees,Journal,AnyMind Japan Inc,2025-11-20,JEAJP0023500,CUS0005406 D2C_shopify,paidy payout_2025年10月分(11月入金)_福寿外貌,paidy_福寿外貌_振込手数料,D2C Creator,069 福寿外貌,General expenses,500,Local,,,2025-11-01,,,
42012,Agent Fees,Journal,AnyMind Japan Inc,2025-11-20,JEAJP0023501,CUS0005406 D2C_shopify,paidy payout_2025年10月分(11月入金)_SAKASUKI_加盟店紹介手数料,paidy_SAKASUKI_加盟店紹介手数料,D2C Creator,099 SAKASUKI,Accounting and professional fee,-22,Local,,,2025-11-01,,,
41500,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-11-20,JEAJP0023502,CUS0005406 D2C_shopify,paidy payout_2025年10月分(11月入金)_TAJENT,paidy_TAJENT_決済手数料,D2C Creator,126 TAJEN:T,IT expenses,891,Local,,,2025-11-01,,,
48180,Bank Fees,Journal,AnyMind Japan Inc,2025-11-20,JEAJP0023502,CUS0005406 D2C_shopify,paidy payout_2025年10月分(11月入金)_TAJENT,paidy_TAJENT_振込手数料,D2C Creator,126 TAJEN:T,General expenses,500,Local,,,2025-11-01,,,
41500,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-11-20,JEAJP0023503,CUS0005406 D2C_shopify,paidy payout_2025年10月分(11月入金)_LASHIKU,paidy_LASHIKU_決済手数料,D2C Creator,014 LASHIKU,IT expenses,373,Local,,,2025-11-01,,,
48180,Bank Fees,Journal,AnyMind Japan Inc,2025-11-20,JEAJP0023503,CUS0005406 D2C_shopify,paidy payout_2025年10月分(11月入金)_LASHIKU,paidy_LASHIKU_振込手数料,D2C Creator,014 LASHIKU,General expenses,500,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099007,VEN0016047 スタイレム瀧定大阪株式会社,weakend.7251955,Sample_1: 4582779685139,D2C Solutions,123 weakend.,General expenses,-115390,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099007,VEN0016047 スタイレム瀧定大阪株式会社,weakend.7251955,Sample_1: 4582779685146,D2C Solutions,123 weakend.,General expenses,-70237,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099007,VEN0016047 スタイレム瀧定大阪株式会社,weakend.7251955,Sample_1: 4582779685153,D2C Solutions,123 weakend.,General expenses,-65220,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099007,VEN0016047 スタイレム瀧定大阪株式会社,weakend.7251955,Sample_1: 4582779685160,D2C Solutions,123 weakend.,General expenses,-45153,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450132,D2C Solutions,003 Yokosawa,General expenses,-544,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450149,D2C Solutions,003 Yokosawa,General expenses,-1749,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450156,D2C Solutions,003 Yokosawa,General expenses,-3265,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450163,D2C Solutions,003 Yokosawa,General expenses,-2915,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450170,D2C Solutions,003 Yokosawa,General expenses,-544,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450187,D2C Solutions,003 Yokosawa,General expenses,-1283,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450194,D2C Solutions,003 Yokosawa,General expenses,-2487,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450200,D2C Solutions,003 Yokosawa,General expenses,-2060,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450217,D2C Solutions,003 Yokosawa,General expenses,-544,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450224,D2C Solutions,003 Yokosawa,General expenses,-1010,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450231,D2C Solutions,003 Yokosawa,General expenses,-1049,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450248,D2C Solutions,003 Yokosawa,General expenses,-700,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450255,D2C Solutions,003 Yokosawa,General expenses,-2798,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450262,D2C Solutions,003 Yokosawa,General expenses,-8006,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450279,D2C Solutions,003 Yokosawa,General expenses,-10221,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450286,D2C Solutions,003 Yokosawa,General expenses,-8278,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450293,D2C Solutions,003 Yokosawa,General expenses,-2138,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450309,D2C Solutions,003 Yokosawa,General expenses,-6413,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450316,D2C Solutions,003 Yokosawa,General expenses,-9211,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450323,D2C Solutions,003 Yokosawa,General expenses,-7345,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_2: 4580837450972,D2C Solutions,003 Yokosawa,General expenses,-1982,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450132,D2C Solutions,003 Yokosawa,General expenses,-242,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450149,D2C Solutions,003 Yokosawa,General expenses,-779,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450156,D2C Solutions,003 Yokosawa,General expenses,-1454,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450163,D2C Solutions,003 Yokosawa,General expenses,-1298,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450170,D2C Solutions,003 Yokosawa,General expenses,-242,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450187,D2C Solutions,003 Yokosawa,General expenses,-571,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450194,D2C Solutions,003 Yokosawa,General expenses,-1108,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450200,D2C Solutions,003 Yokosawa,General expenses,-917,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450217,D2C Solutions,003 Yokosawa,General expenses,-242,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450224,D2C Solutions,003 Yokosawa,General expenses,-450,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450231,D2C Solutions,003 Yokosawa,General expenses,-467,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450248,D2C Solutions,003 Yokosawa,General expenses,-311,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450255,D2C Solutions,003 Yokosawa,General expenses,-1246,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450262,D2C Solutions,003 Yokosawa,General expenses,-3565,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450279,D2C Solutions,003 Yokosawa,General expenses,-4551,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450286,D2C Solutions,003 Yokosawa,General expenses,-3686,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450293,D2C Solutions,003 Yokosawa,General expenses,-952,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450309,D2C Solutions,003 Yokosawa,General expenses,-2855,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450316,D2C Solutions,003 Yokosawa,General expenses,-4101,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450323,D2C Solutions,003 Yokosawa,General expenses,-3271,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099008,"VEN0017946 J-GLORY CO.,LTD",wwy_202511_01　Yokosawa,Sample_3: 4580837450972,D2C Solutions,003 Yokosawa,General expenses,-883,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099019,VEN0043920 株式会社ピービージー,POPUP直納　2960017953684 Jentlouis,Sample_1: 4582779688642,D2C Solutions,113 Jent Louis,General expenses,-91320,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099025,VEN0049508 帝人フロンティア株式会社,2960017932627 ORGUE,Sample_1: 4582779688628,D2C Solutions,102 ORGUE,General expenses,-156871,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099025,VEN0049508 帝人フロンティア株式会社,2960017932627 ORGUE,Sample_1: 4582779688635,D2C Solutions,102 ORGUE,General expenses,-97674,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099124,VEN0046279 GLORY APPAREL株式会社,オフィス/納前　Type shade,Sample_1: 4582779689380,D2C Solutions,130 Type Shade,General expenses,-19375,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099124,VEN0046279 GLORY APPAREL株式会社,オフィス/納前　Type shade,Sample_1: 4582779689397,D2C Solutions,130 Type Shade,General expenses,-57050,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099124,VEN0046279 GLORY APPAREL株式会社,オフィス/納前　Type shade,Sample_1: 4582779689403,D2C Solutions,130 Type Shade,General expenses,-43595,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099124,VEN0046279 GLORY APPAREL株式会社,オフィス/納前　Type shade,Sample_1: 4582779689410,D2C Solutions,130 Type Shade,General expenses,-40904,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099124,VEN0046279 GLORY APPAREL株式会社,オフィス/納前　Type shade,Sample_1: 4580837451672,D2C Solutions,130 Type Shade,General expenses,-538,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-20,IR0099124,VEN0046279 GLORY APPAREL株式会社,オフィス/納前　Type shade,Sample_1: 4580837451689,D2C Solutions,130 Type Shade,General expenses,-538,Local,,,2025-11-01,,,
41500,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-11-21,JEAJP0023505,CUS0005406 D2C_shopify,shopify入金_ADVANCED CLINICALS_11/21,shopify入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,688,Local,,,2025-11-01,,,
41500,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-11-21,JEAJP0023506,CUS0008628 D2C_Amazon,Amazon入金(mizuho)_Forecos_11/21,Amazon入金(mizuho)_Forecos_支出,D2C Anylogi,forencos,IT expenses,104626,Local,,,2025-11-01,,,
48180,Bank Fees,Journal,AnyMind Japan Inc,2025-11-21,JEAJP0023571,CUS0010948 SkyPAD ApS,OverseasBankfee_CUS0010948 SkyPAD ApS251121,OverseasBankfee_CUS0010948 SkyPAD ApS251121,,,General expenses,2500,Local,,,2025-11-01,,,
48180,Bank Fees,Journal,AnyMind Japan Inc,2025-11-21,JEAJP0023572,CUS0010387 Petbay Pty Ltd,OverseasBankFee_CUS0010387 Petbay Pty Ltd251121,OverseasBankFee_CUS0010387 Petbay Pty Ltd251121,,,General expenses,-2600,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-24,IR0099018,VEN0043920 株式会社ピービージー,2960018351007 296001823666329600183510072960018035396 etrarium A’pearl,Sample_1: 4582779688888,D2C Solutions,073 etrarium,General expenses,-13820,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-24,IR0099018,VEN0043920 株式会社ピービージー,2960018351007 296001823666329600183510072960018035396 etrarium A’pearl,Sample_1: 4582779688895,D2C Solutions,073 etrarium,General expenses,-7854,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-24,IR0099018,VEN0043920 株式会社ピービージー,2960018351007 296001823666329600183510072960018035396 etrarium A’pearl,Sample_1: 4582779685535,D2C Solutions,073 etrarium,General expenses,-6192,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-24,IR0099018,VEN0043920 株式会社ピービージー,2960018351007 296001823666329600183510072960018035396 etrarium A’pearl,Sample_1: 4582779685542,D2C Solutions,073 etrarium,General expenses,-6192,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-24,IR0099018,VEN0043920 株式会社ピービージー,2960018351007 296001823666329600183510072960018035396 etrarium A’pearl,Sample_1: 4580837450743,D2C Solutions,117 A’pearl,General expenses,-7476,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-24,IR0099018,VEN0043920 株式会社ピービージー,2960018351007 296001823666329600183510072960018035396 etrarium A’pearl,Sample_1: 4580837450750,D2C Solutions,117 A’pearl,General expenses,-11479,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-24,IR0099018,VEN0043920 株式会社ピービージー,2960018351007 296001823666329600183510072960018035396 etrarium A’pearl,Sample_1: 4580837450767,D2C Solutions,117 A’pearl,General expenses,-5362,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-24,IR0099018,VEN0043920 株式会社ピービージー,2960018351007 296001823666329600183510072960018035396 etrarium A’pearl,Sample_1: 4580837450774,D2C Solutions,117 A’pearl,General expenses,-3625,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-24,IR0099018,VEN0043920 株式会社ピービージー,2960018351007 296001823666329600183510072960018035396 etrarium A’pearl,Sample_2: 4582779688888,D2C Solutions,073 etrarium,General expenses,-9362,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-24,IR0099018,VEN0043920 株式会社ピービージー,2960018351007 296001823666329600183510072960018035396 etrarium A’pearl,Sample_2: 4582779688895,D2C Solutions,073 etrarium,General expenses,-5320,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-24,IR0099018,VEN0043920 株式会社ピービージー,2960018351007 296001823666329600183510072960018035396 etrarium A’pearl,Sample_2: 4582779685535,D2C Solutions,073 etrarium,General expenses,-4195,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-24,IR0099018,VEN0043920 株式会社ピービージー,2960018351007 296001823666329600183510072960018035396 etrarium A’pearl,Sample_2: 4582779685542,D2C Solutions,073 etrarium,General expenses,-4195,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-24,IR0099018,VEN0043920 株式会社ピービージー,2960018351007 296001823666329600183510072960018035396 etrarium A’pearl,Sample_2: 4580837450743,D2C Solutions,117 A’pearl,General expenses,-5065,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-24,IR0099018,VEN0043920 株式会社ピービージー,2960018351007 296001823666329600183510072960018035396 etrarium A’pearl,Sample_2: 4580837450750,D2C Solutions,117 A’pearl,General expenses,-7776,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-24,IR0099018,VEN0043920 株式会社ピービージー,2960018351007 296001823666329600183510072960018035396 etrarium A’pearl,Sample_2: 4580837450767,D2C Solutions,117 A’pearl,General expenses,-3632,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-24,IR0099018,VEN0043920 株式会社ピービージー,2960018351007 296001823666329600183510072960018035396 etrarium A’pearl,Sample_2: 4580837450774,D2C Solutions,117 A’pearl,General expenses,-2455,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-25,202511-BC-什器送料,VEN0071360 MIC株式会社,,ADVANCED CLINICALS 什器配送料（コクミン）,Brand Commerce & Marketing,Advanced Clinicals,Advertising and marketing events,24910,Local,,,2025-11-01,,,
41500,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-11-25,JEAJP0023508,CUS0008628 D2C_Amazon,Amazon入金(mizuho)_ARAKA_11/25,Amazon_ARAKA_手数料,D2C Creator,005 ARAKA,IT expenses,4090,Local,,,2025-11-01,,,
41500,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-11-25,JEAJP0023509,CUS0008628 D2C_Amazon,Amazon入金(mizuho)_The Breath Co_11/25,Amazon入金(mizuho)_The Breath Co_支出,D2C Anylogi,The Breath Co,IT expenses,1985241,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-25,IR0099117,VEN0057740 ファースト株式会社,weakend.7252042,Sample_1: 4582779685177,D2C Solutions,123 weakend.,General expenses,-136410,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-25,IR0099117,VEN0057740 ファースト株式会社,weakend.7252042,Sample_1: 4582779685184,D2C Solutions,123 weakend.,General expenses,-143590,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-25,IR0099121,VEN0046279 GLORY APPAREL株式会社,オフィス　VIEDIT,Sample_2: 4582779656931,D2C Solutions,095 VI E DIT,General expenses,-94545,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-25,IR0099121,VEN0046279 GLORY APPAREL株式会社,オフィス　VIEDIT,Sample_2: 4582779656948,D2C Solutions,095 VI E DIT,General expenses,-65455,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-25,IR0099121,VEN0046279 GLORY APPAREL株式会社,オフィス　VIEDIT,Sample_2: 4582779656955,D2C Solutions,095 VI E DIT,General expenses,-145455,Local,,,2025-11-01,,,
48220,Advertising and Marketing Sample for E-commerce,ItemRcpt,AnyMind Japan Inc,2025-11-25,IR0099121,VEN0046279 GLORY APPAREL株式会社,オフィス　VIEDIT,Sample_2: 4582779656962,D2C Solutions,095 VI E DIT,General expenses,-94545,Local,,,2025-11-01,,,
